Id,Titulo_P,Subtitulo_P,Descripcion,Valor,Marca,Categoria,Subcategoria,Sub_sub_categoria,URL_Redireccion,URL_Imagen_Principal,URL_Imagen_2,URL_Imagen_3,URL_Imagen_4,URL_Imagen_5,Tienda, Stock
"7585","Cartucho HP 950 Amarillo","Cartucho Amarillo HP"," ofrece alertas anticipados de bajo nivel de tinta. Forma parte del sistema de impresión integrado de HP.","00","HP","","","","http://www.carrefour.com.ar/informatica/impresoras-tintas/tintas/cartucho-hp-950-amarillo.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/8/886111609833.jpg","","","","","Carrefour",""
"10029","Sombrilla Playera Wind Aluminio Azul"," súper resistente!"," lo que le permite permanecer inalterable por más tiempo que otros géneros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/parasoles-y-sombrillas/sombrilla-playa-alum-180-cm-azul.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3610882197445-02.jpg","","","","","Carrefour",""
"5865","Modelador de Cabello Ga.Ma Professional","Modelador GAMA Professional 4 hairclips 5 bandas elásticas Temperatura de Uso Profesional. Voltaje / Potencia: 700 watts. 2 velocidades.","Herramienta Profesional Capaz de Crear Múltiples Estilos y Looks. Voltaje / Potencia: 700 watts. 2 velocidades.","00","Ga.Ma","Cuidado Personal y Salud","Cuidado de la Mujer","Modeladores de Cabello","http://www.carrefour.com.ar/cuidado-personal-y-salud/cuidado-de-la-mujer/modeladoras-de-cabello/modelador-de-cabello-gama-professional.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8023277097568.jpg","","","","","Carrefour",""
"10027","Juego de Jardín Rona 6 Piezas Acero"," 4 sillones y sombrilla. Incluye almohadones"," lo que le permite permanecer inalterable por más tiempo que otros géneros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-6-pzas-rona-mesa-red-4-sillones-s.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3610882107888-04_1.jpg","","","","","Carrefour",""
"14655","Escritorio Esquinero con 2 Cajones Teka"," con 2 cajones"," lo que evita quebraduras y roturas.","00","Centro Estant","","","","http://www.carrefour.com.ar/muebles/oficina/escritorios/escritorio-esquinero-con-2-cajones-teka.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798274750914_1.jpg","","","","","Carrefour",""
"14654","Escritorio Esquinero con 2 Cajones Wengue"," con 2 cajones"," lo que evita quebraduras y roturas.","00","Centro Estant","","","","http://www.carrefour.com.ar/muebles/oficina/escritorios/escritorio-esquinero-con-2-cajones-wengu.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798274750907_1.jpg","","","","","Carrefour",""
"14652","Escritorio con 2 Cajones Teka","Escritorio de madera MDF color teka con 2 cajones"," lo que evita quebraduras y roturas.","00","Centro Estant","","","","http://www.carrefour.com.ar/muebles/oficina/escritorios/escritorio-con-2-cajones-teka.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798274750341_1.jpg","","","","","Carrefour",""
"14646","Escritorio con 2 Cajones Wengue","Escritorio de madera MDF color wengue con 2 cajones."," lo que evita quebraduras y roturas.","00","Centro Estant","","","","http://www.carrefour.com.ar/muebles/oficina/escritorios/escritorio-con-2-cajones-wengue.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798009184366_2.jpg","","","","","Carrefour",""
"10018","Sombrilla Playera Wind Aluminio Blanca"," súper resistente!"," lo que le permite permanecer inalterable por más tiempo que otros géneros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/parasoles-y-sombrillas/sombrilla-playa-alum-180-cm-blanca.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3609231876094-02.jpg","","","","","Carrefour",""
"10017","Sombrilla Playera Wind Aluminio Verde"," súper resistente!"," lo que le permite permanecer inalterable por más tiempo que otros géneros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/parasoles-y-sombrillas/sombrilla-playa-alum-180-cm-verde.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3609231876063-02.jpg","","","","","Carrefour",""
"14643","Centro de Planchado Mackay Blanco"," manijas y patas aluminizadas reforzadas."," lo que evita quebraduras y roturas.","00","Centro Estant","","","","http://www.carrefour.com.ar/muebles/cocina/despenseros-y-organizadores/centro-de-planchado-blanco.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798009183796_5.jpg","","","","","Carrefour",""
"6530","Calefón Señorial 14 Litros Blanco","Calefon Señorial 14LTS. Encendido piezoeléctrico. Mayor ahorro de gas. Triple Seguridad. Regulador de Temperatura.","Calefon Señorial 14LTS. Encendido piezoeléctrico. Mayor ahorro de gas. Triple Seguridad. Regulador de Temperatura.","00","Señorial","","","","http://www.carrefour.com.ar/electrohogar-1/calefones/calefones-a-gas/calefon-se-orial-14lts.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796825007159.jpg","","","","","Carrefour",""
"13205","Calefactor Tiro Balanceado Eskabe Titanio 5000 Kcal/h"," funcion Sleep y sistema multigas."," perfumando el ambiente durante horas.","00","Eskabe","","","","http://www.carrefour.com.ar/climatizacion/calefaccion/calefaccion-a-gas/tb-5000-cal-cava-mg-eskabe-titanio-term.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796931870050_a.jpg","","","","","Carrefour",""
"13203","Calefactor Tiro Balanceado Eskabe Titanio 2000 Kcal/h  G15","Aromatizador de ambiente","Rejilla de alumino inyectado con titanio. Función Sleep. Sistema Multigas","00","Eskabe","","","","http://www.carrefour.com.ar/climatizacion/calefaccion/calefaccion-a-gas/tb-2000-cal-cava-mg-eskabe-titanio-term-1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796931197652_2.jpg","","","","","Carrefour",""
"14633"," Celeste y Violeta"," con estructura y patas cromodas. Con sistema gas lift"," lo que le permite permanecer inalterable por más tiempo que otros géneros.","00","Carrefour","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-de-oficina-tela-de-colores-c-apoy.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713014142838_2_1.jpg","","","","","Carrefour",""
"9719","Joystick Dualshock Sony PS3","Joystick Dualshock 3; la forma mas intensa de sentir el control de tu PlayStation. Botones sensibles a la presión. Tecnología Bluetooth. Jugadores Múltiples."," el DUALSHOCK 3 enriquecerá la avanzada experiencia de juego disponible solamente en el sistema PlayStation® 3.","00","Sony","","","","http://www.carrefour.com.ar/consolas-y-video-juegos/accesorios-3/joysticks/joystick-dualshock-ps3.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/s/ds3.jpg","","","","","Carrefour",""
"14631","Sillón de Oficina Tela Mesh Negro"," con apoyabrazos y estructura de PP. Con sistema regulable ''gas lift'' Patas cromadas"," el cual se caracteriza por formar una malla resistente y una capacidad de retrolavado y limpieza.","00","Carrefour","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-de-oficina-tela-mesh-negro.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713014142814_2_1.jpg","","","","","Carrefour",""
"10003","Parasol Suspendido Curazao Aluminio Negro","Con ventilación superior para que el viento no lo embolse."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/parasoles-y-sombrillas/parasol-suspendido-diam-3-mts-negro.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/a/par_0000_3267078813452.jpg","","","","","Carrefour",""
"14630","Sillón de Oficina Taupo Negro"," con apoyabrazos acolchados. Con sistema gas lift"," ni se estira. Tiene minimo mantenimiento y es reciclable.","00","Carrefour","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-de-oficina-pu-y-pvc-color-negro-c.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614613035624-2.jpg","","","","","Carrefour",""
"6125","Nebulizador Ultrasónico San-Up 3058","Nebulizador Ultrasónico totalmente silencioso."," sin membranas. Sólo se agrega la solución a nebulizar y listo. Apto para utilizar con el Dispositivo Calefactor Warm® de nebulizado caliente (opcional ver ”Accesorios”). Provisto con timer de apagado automático y regulador del flujo de aire.","00","San Up","Cuidado Personal y Salud","Cuidados de la Salud","Nebulizadores","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/nebulizadores/nebulizador-ultrasonico-san-up-3058.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7793647611311.jpg","","","","","Carrefour",""
"6121","Nebulizador San-Up Ultrasónico 3019","Nebulizador con sistema A.D.R totalmente silencioso."," según necesidad. Provisto con timer de apagado automático y regulador del flujo de aire.","00","San Up","Cuidado Personal y Salud","Cuidados de la Salud","Nebulizadores","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/nebulizadores/nebulizador-san-up-ultrasonico-3019.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7793647740493.jpg","","","","","Carrefour",""
"6120","Nebulizador Ultrasónico San Up Compacto 3060","Nebulizador con sistema Ultrasónico sumamente silencioso."," sin membranas. Sólo se agrega la solución a nebulizar y listo. Totalmente silencioso. Provisto con timer de apagado automático y regulador del flujo de aire.","00","San Up","Cuidado Personal y Salud","Cuidados de la Salud","Nebulizadores","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/nebulizadores/nebulizador-ultrasonico-san-up-compacto-3060.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7793647611410.jpg","","","","","Carrefour",""
"6082","Heladera Exhibidora Gafa Visu Premium 390 Lts Negra"," doble puerta e iluminación interior por leds.","Volumen útil refrigerador: 390 litros","00","Gafa","Electrohogar","Heladeras y Freezers","Heladeras","http://www.carrefour.com.ar/mayo-demoledor/hasta-25-off-en-electrohogar/heladeras-y-freezers/heladera-exhibidora-gafa-visu-premium-led.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7791758107907.jpg","","","","","Carrefour",""
"14192","Juego de Jardín Solana 5 Piezas Eucaliptus"," con estructura de aluminio."," óptima para muebles expuestos a la intemperie. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno. Sólo necesita una mano de aceite para madera exótica cada 6 meses.","00","Life Style","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-5-pzs-solana.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/7/5705820293704-1.jpg","","","","","Carrefour",""
"14191","Juego de Jardín Jerry 3 Piezas Acero"," todo plegable."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-3-pzs-mesh-color-blanco.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698089528-1.jpg","","","","","Carrefour",""
"14629","Sillón de Oficina Nowra Gris"," con apoyabrazos y estructura de PP color negro. Con sistema gas lift."," el cual se caracteriza por formar una malla resistente y una capacidad de retrolavado y limpieza.","00","Carrefour","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-de-oficina-tela-doble-mesh-color.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614613035563-2.jpg","","","","","Carrefour",""
"14628","Sillón de Oficina Moa Negro"," con apoyabrazos y estructura de PCV color negro. Con sistema 'gas lift'"," dependiendo de su uso.","00","","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-oficina-negro-64x67-5x98-104-113.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4712523854805-2b_1.jpg","","","","","Carrefour",""
"14627","Sillón de Oficina Kingston Negro"," con apoyabrazos y estructura de PCV color negro. Con sistema 'gas lift'"," dependiendo de su uso.","00","","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-oficina-negro-61x65x98-5-108.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4712523854782-2_1.jpg","","","","","Carrefour",""
"14626","Sillón de Oficina Byron Negro"," con apoyabrazos y estructura color cromado. Con sistema gas lift."," dependiendo de su uso.","00","Carrefour","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-oficina-pu-pvc-mesh-negro-70x67x1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614612681259_2.jpg","","","","","Carrefour",""
"14625","Sillón de Oficina Broome Marron"," con apoyabrazos y estructura color cromado. Con sistema gas lift"," dependiendo de su uso.","00","Carrefour","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-oficina-pu-pvc-marron-65-5x74x115.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614612681242_2.jpg","","","","","Carrefour",""
"14624","Sillón de Oficina Carmen Negro"," con ruedas. Con sistema gas lift"," dependiendo de su uso.","00","Carrefour","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-oficina-negro-costuras-1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614612681235-2_1.jpg","","","","","Carrefour",""
"13943","Pendrive 16 GB Kingston La era del Hielo 5","Pendrive 16 GB con conexion USB 2.0 con motivo de La era del Hielo 5","Pendrive Kingston con motivo de La era del Hielo 5 con capacidad de 16 GB. Cuenta con conexion USB 2.0. Origen China","00","Kingston","Informática","Almacenamiento","Pendrives","http://www.carrefour.com.ar/informatica/almacenamiento/pen-drives/pendrive-kingston-16-gb-era-del-hielo-5.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/4/740617257762-1.jpg","","","","","Carrefour",""
"6119","Nebulizador Infantil San Up 3008","Nebulizador por compresión a pistón seco sumamente silencioso."," potente y muy silencioso. Equipo Clase II .Capacidad Máxima de ampolla nebulizadora 10ml. Salida de la Solución 0.33 ml/ min o mayor.","00","San Up","Cuidado Personal y Salud","Cuidados de la Salud","Nebulizadores","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/nebulizadores/nebulizador-infantil-san-up-3008.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7793647741711.jpg","","","","","Carrefour",""
"13942","Calienta Mamaderas Avent 355/00"," proceso de calentado de 3 minutos."," el proceso de  calentado solo dura 3 minutos","00","Avent","","","","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/accesorios/calienta-mamaderas-avent-355-00.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/7/8710103654797-1.jpg","","","","","Carrefour",""
"6118","Nebulizador San Up Familiar 3050","Nebulizador por compresión a pistón sumamente silencioso."," lo que le otorga más potencia a la vez que lo hace sumamente silencioso. Provisto con ampolla nebulizadora Sidestream® de altísimo rendimiento y Sistema de Aspiración Nasal. Su práctico diseño permite guardar en su interior todos los accesorios.","00","San Up","Cuidado Personal y Salud","Cuidados de la Salud","Nebulizadores","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/nebulizadores/nebulizador-san-up-familiar-3050.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7793647611458.jpg","","","","","Carrefour",""
"13941","Termómetro de Ambiente y Baño Avent 550/20","Diseño divertido que lo convierte en un juguete seguro para el bebé.","5 °C y 38 °C. Una temperatura de 39°C o más es demasiado caliente y su bebé podría sufrir quemaduras. Con una temperatura ambiente de 18°C los bebés se sienten más cómodos al dormir.","00","Avent","","","","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/termometros/termometro-de-ambiente-y-bano-avent-550.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/7/8710103306191-1.jpg","","","","","Carrefour",""
"6117","Nebulizador Aspen NA180PLUS"," niños y pacientes adultos."," niños y pacientes adultos.","00","Aspen","Cuidado Personal y Salud","Cuidados de la Salud","Nebulizadores","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/nebulizadores/nebulizador-aspen-na180plus.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7790808031162.jpg","","","","","Carrefour",""
"14222","Lavavajillas Electrolux LE06X","6 Cubiertos - 5 Programas de lavado - 2 canastos para cubiertos - tres filtros antiparasitario."," optimizador de sal. 3 filtros antiparasitario.","00","Electrolux","Electrohogar","Lavado y Secado","Lavavajillas","http://www.carrefour.com.ar/electrohogar-1/lavado-y-secado/lavavajillas/lavavajillas-electrolux-le06x.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/el_0000_7861106450709_electrolux_le06x.jpg","","","","","Carrefour",""
"14189","Juego de Jardín Family 7 Piezas Acero","Mesa con superficie de vidrio templado y 6 sillas. Incluye almohadones"," lo que le permite permanecer inalterable por más tiempo que otros géneros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-7-pzas-mesa-vidrio-6-sillas-c-almo.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698089504-1.jpg","","","","","Carrefour",""
"14221","Lavavajillas Electrolux LE09X","9 cubiertos - Panel blue touch - Acero inoxidable - 6 programas de lavado - Eficiencia AAA"," los apoyos/soportes son adabtables y/o rempbibles para la colocación de otro tipo de vajilla. Programa Express 25 min. Lavado corto para cargas ligeramente sucias que no necesitan secado. Funcion Media Carga.","00","Electrolux","Electrohogar","Lavado y Secado","Lavavajillas","http://www.carrefour.com.ar/electrohogar-1/lavado-y-secado/lavavajillas/lavavajillas-electrolux-le09x.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/el_0002_7861106450457_lavavajillas_electrolux_le09x.jpg","","","","","Carrefour",""
"14187","Juego de Jardín Café 3 Piezas Acero Verde","Mesa y 2 sillas plegables."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-3-pzs-cafe-color-verde-manzana.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698089481-1.jpg","","","","","Carrefour",""
"14186","Juego de Jardín Café 3 Piezas Acero Rojo","Mesa y 2 sillas plegables."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-3-pzs-cafe-color-naranja.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698089474-1.jpg","","","","","Carrefour",""
"14185","Juego de Jardín Bird 4 Piezas Acero y Textileno","Mesa ratona con superficie de vidrio templado y 3 sillones"," óptima para muebles expuestos a la intemperie.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-4-pzs-textiline-beige.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698089467-1.jpg","","","","","Carrefour",""
"14184","Juego de Jardín Lunch 7 Piezas Acero","Mesa y 6 sillas. Incluye almohadones"," lo que le permite permanecer inalterable por más tiempo que otros géneros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-7-pzs-mesh-blanco-mesa-6-sillas.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698089450-2.jpg","","","","","Carrefour",""
"14182","Juego de Jardín Tom 3 Piezas Acero"," todo plegable."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-3-pzs-mesh-color-gris-oscuro.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698089429-1.jpg","","","","","Carrefour",""
"14180","Juego de Jardín Rocker 4 Piezas Rattan","Mesa ratona y 3 sillones. Incluye almohadones"," por lo que se puede dejar durante el invierno en el exterior. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-4-pzs-rocker.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698089405-1.jpg","","","","","Carrefour",""
"6508","Tensiómetro Digital San-Up 6107"," diastólica y frecuencia cardíaca."," diastólica y frecuencia cardíaca. Automático. Amplio display de fácil lectura. Con práctico estuche plástico.","00","San Up","Cuidado Personal y Salud","Cuidados de la Salud","Tensiómetros","http://www.carrefour.com.ar/cuidado-personal-y-salud/cuidado-de-la-salud/tensiometros/tensiometro-digital-san-up-6107.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7793647611441.jpg","","","","","Carrefour",""
"9263","Termotanque a Gas Sherman 80 Litros Blanco"," conserva más tiempo la temperatura del agua. Salida superior. Multigas. Fabricado y garantizado por Rheem S.A. Recuperación: 211 litros por hora con delta de 20ºC. Consumo: 6.000 kcal/h. Altura total: 1070mm. Diámetro exterior: 451mm. Peso vacío: 28 kilos."," conserva más tiempo la temperatura del agua. Salida superior. Multigas. Fabricado y garantizado por Rheem S.A. Recuperación: 211 litros por hora con delta de 20ºC. Consumo: 6.000 kcal/h. Altura total: 1070mm. Diámetro exterior: 451mm. Peso vacío: 28 kilos.","00","Sherman","Electrohogar","Termotanques","Termotanques a Gas","http://www.carrefour.com.ar/electrohogar-1/termotanques/termotanques-a-gas/termotanque-sherman-80-lts-mg.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796999007221.jpg","","","","","Carrefour",""
"14619","Sillón de Oficina Tunas Negro"," con sistema regulable ''gas lift'' y patas cromadas"," ni se estira. Tiene minimo mantenimiento y es reciclable.","00","Carrefour","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-of-pu-pvc-61-5x68-5x104-113-5cm-n-1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3610882443528-2_1.jpg","","","","","Carrefour",""
"9260","Campana Frankie Spar Nice","Terminación: Acero y vidrio.  Ancho: 60 - 90 cm. Un motor. Dos turbinas. Tres velocidades.  Iluminación: Halógenas 2 x 20 W.  Comandos Soft Touch. Filtro antigrasa: Metálico autoportante. Filtro carbón activado: Opcional (instalación sin salida exterior).","Terminación: Acero y vidrio.  Ancho: 60 - 90 cm. Un motor. Dos turbinas. Tres velocidades.  Iluminación: Halógenas 2 x 20 W.  Comandos Soft Touch. Filtro antigrasa: Metálico autoportante. Filtro carbón activado: Opcional (instalación sin salida exterior).","00","Spar","Electrohogar","Cocinas y Purificadores","Campanas","http://www.carrefour.com.ar/electrohogar-1/cocinas-y-purificadores/campanas/campana-franke-spar-nice-60-cm.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7790672002381.jpg","","","","","Carrefour",""
