Id,Titulo_P,Subtitulo_P,Descripcion,Valor,Marca,Categoria,Subcategoria,Sub_sub_categoria,URL_Redireccion,URL_Imagen_Principal,URL_Imagen_2,URL_Imagen_3,URL_Imagen_4,URL_Imagen_5,Tienda, Stock
"13288"," 3 Juegos en 1"," tejo y ping pong. Incluye accesorios."," de poliseda o de tela lustrosa) para que las resinas melamínicas luzcan como salidas de fábrica.","00","","","","","http://www.carrefour.com.ar/tiempo-libre-y-deportes/juegos-y-juguetes/juegos-deportivos/mesa-multijuegos-3-juegos-en-1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/img_9076.jpg","","","","","Carrefour",""
"8765","Termotanque Eléctrico Sherman 55 Litros Blanco","TERMOTANQUE ELECTRICO SHERMAN.55 Litros.CONEXION INFERIOR PARA COLGAR.BAJO","Termotanque eléctrico de diseño compacto. Cuenta con ánodo de magnesio y válvula de seguridad.Capacidad 55 Litros Recuperación 73 L/h Potencia 1680 watts Aislacion de POLIURETANO ECOLOGICO que conserva mas tiempo la temperatura del agua y ahorra mas energia. Medidas Alto 50.1cm x diametro 45cm.","00","Sherman","Electrohogar","Termotanques","Termotanques Eléctricos","http://www.carrefour.com.ar/electrohogar-1/termotanques/termotanques-electricos/termotanque-electrico-sherman-55-lts.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796999008013.jpg","","","","","Carrefour",""
"13287"," 12 en 1"," Inlcuye accesorios."," de poliseda o de tela lustrosa) para que las resinas melamínicas luzcan como salidas de fábrica.","00","","","","","http://www.carrefour.com.ar/tiempo-libre-y-deportes/juegos-y-juguetes/juegos-deportivos/mesa-multijuegos-12-juegos-en-1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/img_9104.jpg","","","","","Carrefour",""
"8763","Calefón Señorial 14 Litros Plateado","Calefón Señorial 14lts  Fino y elegante diseño."," por tiraje de gases deficientes Sensor de agua por sobrecalentamiento","00","Señorial","","","","http://www.carrefour.com.ar/electrohogar-1/calefones/calefones-a-gas/calefon-senorial-14lts-plata.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796825000822.jpg","","","","","Carrefour",""
"13283","Calefactor Sin Salida Eskabe Siglo 21 5000 Kcal/h"," funcion Sleep y sistema multigas."," perfumando el ambiente durante horas.","00","Eskabe","","","","http://www.carrefour.com.ar/climatizacion/calefaccion/calefaccion-a-gas/calef-s-s-5000-mg-eskabe-s21-ar-g15.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/calef-eskabe-s21-g15.jpg","","","","","Carrefour",""
"6640","Nebulizador San Up A Piston 3003"," es silenciosa y potente."," 1 manual de uso y garantía.","00","San Up","Cuidado Personal y Salud","Cuidados de la Salud","Nebulizadores","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/nebulizadores/nebulizador-san-up-a-piston-3003.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7793647741599.jpg","","","","","Carrefour",""
"15039","Auto Maisto Extreme Beast con control remoto","Naranja y Negro / Edad Recomendada: Más de 8 años / Bateria: Recargable de 750 mAh","Carga electrónica rápida. Soporta que hasta 16 jugadores jueguen al mismo tiempo","00","Maisto Tech","","","","http://www.carrefour.com.ar/tiempo-libre-y-deportes/juegos-y-juguetes/juguetes-para-ni-os/maisto-extreme-beast-r-c-1-24-r-alcance.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/0/90159811282-2.jpg","","","","","Carrefour",""
"15038","Pista de Autos Maisto Parking Garage","Multicolor / Edad Recomendada: Más de 3 años","Puertas movibles y rodillos de lavado de autos. Rampas de 2 carriles y asensor manual para el vehículo. Elevación manual de barreras y semáforos. Lavadero móvil. 2 bombas de gas y tacho de basura. Cuenta con un bote y una gráfica de lago.  Helicóptero en la terraza. No necesita pilas.","00","Majorette","","","","http://www.carrefour.com.ar/tiempo-libre-y-deportes/juegos-y-juguetes/juguetes-para-ni-os/maisto-parking-garage-2-autos.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/0/90159110026-1.jpg","","","","","Carrefour",""
"15036","Saltador Colgante Bright Stars Spring Deluxe","Turquesa y Verde / Edad Recomendada: Más de 6 meses","Montaje sin necesidad de herramientas. Resistente abrazadera para el marco de la puerta. Asiento acolchado para la comodidad del bebé y apto para lavarropas. Almohada suave con el calce perfecto. Las correas permiten hacer ajustes según la altura del bebé. El armazón es liviano y permite guardarlo y transportarlo con facilidad.. Color: Turquesa y Verde / Edad Recomendada: Más de 6 meses","00","Bright Stars","","","","http://www.carrefour.com.ar/mundo-bebe/juegos-de-primera-infancia/bright-starts-jumper-saltador-colgante.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/4/74451104105-6.jpg","","","","","Carrefour",""
"14357","Sound Bar Bose Solo 5 TV Sound System","Sound Bar con conexión Bluetooth - Modo Dialogo"," puede transmitir música de forma inalámbrica.","00","Bose","Imagen","Televisores","","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/sound-bar-para-led-bluetooth-mod-bose.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/elzx_0016_17817700221_3.jpg","","","","","Carrefour",""
"5562","Baby Call San Up 3246","Baby Call Largo alcance. Con graduación de sonido. Control de volumen ajustable. Nivel de sensibilidad de ajustable. 2 canales.","Baby Call Largo alcance. Con graduación de sonido. Control de volumen ajustable. Nivel de sensibilidad de ajustable. 2 canales.","00","San Up","","","","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/accesorios/baby-call-san-up-3246.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7793647742121.jpg","","","","","Carrefour",""
"13315","Bolso Classic Tela Negro","Estructura confeccionada en tela e interior forrado en poliester. No posee ruedas. Medidas 32*55*28 cm"," gruesa y duradera de alta calidad. El denier es una unidad de medida usada para cuantificar el espesor del hilo.","00","Carrefour","","","","http://www.carrefour.com.ar/bolsos-y-valijas/bolsos/bolso-classic-55cm-negro.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3613865303512_c.jpg","","","","","Carrefour",""
"13314","Bolso Dynasty Tela Marron","Estructura confeccionada en metal y plastico e interior forrado en poliester. Posee 2 ruedas. Medidas 33*56*32 cm"," gruesa y duradera de alta calidad. El denier es una unidad de medida usada para cuantificar el espesor del hilo.","00","Carrefour","","","","http://www.carrefour.com.ar/bolsos-y-valijas/bolsos/bolso-con-ruedas-dynasty-57cm-marron.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3613865297002_a.jpg","","","","","Carrefour",""
"13311","Valija Loisirs Tela Gris","Estructura confeccionada en metal y plastico e interior forrado en poliester. Posee 2 ruedas. Medidas 57*33*19"," a la abrasión y a la corrosión.","00","Carrefour","","","","http://www.carrefour.com.ar/bolsos-y-valijas/valijas/bolso-con-ruedas-teenager-boy-55cm.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3610882227104_e_1.jpg","","","","","Carrefour",""
"10079","Juego de Jardín Alabama 6 Piezas Acero"," 4 sillones y sombrilla"," óptima para muebles expuestos a la intemperie.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno. Articulo sin armar. Incluye instrucciones de armado.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-6-pzas-text-mesa-cuad-sombrilla.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/img_3445.jpg","","","","","Carrefour",""
"9824","Horno Eléctrico BGH 66LBHE66M15","Mayor nivel de potencia que te permite realizar cualquier tipo de preparación y con la función spiedo conveniente para grillar carnes o aves.","Mayor nivel de potencia que te permite realizar cualquier tipo de preparación y con la función spiedo conveniente para grillar carnes o aves.","00","BGH","Electrohogar","Hornos y Microondas","Hornos Eléctricos","http://www.carrefour.com.ar/electrohogar-1/microondas/hornos-electricos-1/horno-electrico-bgh-66l-mod-bhe66m15.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796885482095.jpg","","","","","Carrefour",""
"10076","Juego de Jardín Limon 7 Piezas Acero y Vidrio Templado","Mesa con superficie de vidrio templado y 6 sillas. Incluye almohadones"," por lo que se puede dejar durante el invierno en el exterior.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-7-pzas-mesa-vidrio-6-sillas-con-ti.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698085186-05.jpg","","","","","Carrefour",""
"9422","Termotanque Eléctrico Eskabe 60 Litros Blanco","Termostato"," o apoyar sobre piso o mesada de facil instalación. Tiene una capacidad de  de 60 litros de agua. Cuenta con una válvula unidireccional para brindar una máxima seguridad. Cuenta con termostato. Tiene un recubrimiento interno de Ánodo de magnesio para evitar corrosión del tanque","00","Eskabe","Electrohogar","Termotanques","Termotanques Eléctricos","http://www.carrefour.com.ar/electrohogar-1/termotanques/termotanques-electricos/termotanque-electrico-eskabe-ftt-60-lts.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/e/termotanque-eskabe.jpg","","","","","Carrefour",""
"9029","Aspiradora Black and Decker 2200W VCBD8080-AR"," ruedas que protegen tu piso de las rayas."," ruedas que protegen tu piso de las rayas.","00","Black & Decker","Pequeños Electrodomésticos","Cuidado del hogar","Aspiradoras","http://www.carrefour.com.ar/pequenos-electrodomesticos/cuidado-del-hogar/aspiradoras/aspiradora-black-and-decker-2200w-mod-v.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/0/50875813762.jpg","","","","","Carrefour",""
"10104","Termotanque Eléctrico Philco 30 Litros WH-80 Blanco"," Rango de Temperatura 30º-75º C.","Posee recuperación simultanea y función economy para un optimo rendimiento de energia. El termotanque de es de instalación vertical y viene con un kit de instalación. Tiene un interior esmaltado para evitar la corrosion y una valvula termostatica para una mayor seguridad.","00","Philco","Electrohogar","Termotanques","Termotanques Eléctricos","http://www.carrefour.com.ar/electrohogar-1/termotanques/termotanques-electricos/termotanque-philco-wh-80.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798105022937.jpg","","","","","Carrefour",""
"10103","Termotanque Eléctrico Philco 30 Litros WH-30 Blanco"," Rango de Temperatura 30º-75º C.","Posee recuperación simultanea y función economy para un optimo rendimiento de energia. El termotanque de es de instalación vertical y viene con un kit de instalación. Tiene un interior esmaltado para evitar la corrosion y una valvula termostatica para una mayor seguridad.","00","Philco","Electrohogar","Termotanques","Termotanques Eléctricos","http://www.carrefour.com.ar/electrohogar-1/termotanques/termotanques-electricos/termotanque-philco-wh-30.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798105022913_1.jpg","","","","","Carrefour",""
"14698","Purificador Spar Senza Duo Ozono Blanco","Ancho de 60 Cm - 2 turbina - 3 velocidades - Motor K40"," 3 velocidades. Cuenta con 2 lámparas E14 x 25 W. Filtro antigrasa Metalico lavable. Filtro de carbón activado.","00","Spar","","","","http://www.carrefour.com.ar/electrohogar-1/cocinas-y-purificadores/purificadores/purificador-spar-senza-duo-blanco-acero.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7790672002992-2.jpg","","","","","Carrefour",""
"10069","Juego de Jardín Estambul 4 Piezas Aluminio","Mesa ratona y 3 sillones. incluye almohadones."," lo que le permite permanecer inalterable por más tiempo que otros géneros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-4-pzs-alu-con-almohadones-turquesa.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698085049_1.jpg","","","","","Carrefour",""
"10101","Termotanque Eléctrico Ranser 100 Litros WH-RA100 Blanco"," lo cual te facilita su instalación e incluye aislación térmica total junto con un indicador luminoso de encendido."," se puede montar en la pared de la vivienda y cuenta con válvula de seguridad termostática para tu seguridad y mayor tranquilidad. La funcionalidad es una de sus principales características.","00","Ranser","Electrohogar","Termotanques","Termotanques Eléctricos","http://www.carrefour.com.ar/electrohogar-1/termotanques/termotanques-electricos/termotanque-electrico-ranser-wh-ra100.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798105022425.jpg","","","","","Carrefour",""
"10068","Juego de Jardín Lima 4 Piezas Acero","Mesa ratona con superficie de vidrio templado y 3 sillones. Incluye almohadones"," y posee baja absorción de humedad y gran resistencia al impacto. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-4-pzas-verde-y-blanco.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4713698085032-07.jpg","","","","","Carrefour",""
"14693","Celular Libre Hyundai Ultra Storm HY1-751 4G Gris","Pantalla de 5.5'' - Procesador OctaCore de 1.3 GHz - 3 GB RAM - 32 Gb de almacenamiento interno - Cámara principal de 13 Megapixeles y cámara frontal de 8 Megapixeles - Batería de 3150 mAh"," un procesador OctaCore de 1.3 GHz y 3 GB de memoria RAM. Cuenta con 32 Gb de almacenamiento interno expandible hasta 128 por medio de una tarjeta microSD (no incluida). Tiene con una cámara principal de 13 Megapixeles con flash y una cámara frontal de 8 Megapixeles. Tiene una batería de 3150 mAh.","00","Hyundai","Telefonía","Telefonía Celular","Celulares Libres","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/tel-cel-hyundai-ultra-storm-4g-hy1-751.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/y/hyn_0002_7798169441590.jpg","","","","","Carrefour",""
"5543","Campana Spar Prima 60cm Inoxidable"," permitiéndole eliminar todo tipo de olores y humo de la cocina."," permitiéndole eliminar todo tipo de olores y humo de la cocina.","00","Spar","Electrohogar","Cocinas y Purificadores","Campanas","http://www.carrefour.com.ar/electrohogar-1/cocinas-y-purificadores/campanas/campana-spar-prima-60cm-inoxidable.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7790672002411.jpg","","","","","Carrefour",""
"10062","Juego de Jardín Bistro 3 Piezas Mesh de Acero"," todo plegable."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-plegable-bistro-mesh-2-sillas-mes.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4712523857615-4.jpg","","","","","Carrefour",""
"10060","Juego de Jardín Campeche 4 Piezas Aluminio y Textileno","Mesa ratona con superficie de vidrio templado y 3 sillones."," óptima para muebles expuestos a la intemperie.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-4-pzas-textiline-y-alum-brush.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4712523851743_1_1.jpg","","","","","Carrefour",""
"12970","Consola Portátil Pocky 8 Noganet"," como quieras !!!  LCD 3.2 pulgadas Retroiluminado. Incluye 500 Juegos en Memoria interna. Slot para 76000 juegos con Cartucho. Salida de Audio/Video para TV. Cable miniplug 2.5 mm a 2 RCA para conectar a TV.  Parlante incluido. Control de Volumen. Batería recargable."," como quieras !!!  LCD 3.2 pulgadas Retroiluminado. Incluye 500 Juegos en Memoria interna. Slot para 76000 juegos con Cartucho. Salida de Audio/Video para TV. Cable miniplug 2.5 mm a 2 RCA para conectar a TV.  Parlante incluido. Control de Volumen. Batería recargable.","00","Noganet","","","","http://www.carrefour.com.ar/consolas-y-video-juegos/consolas/otras-1/consola-portatil-pocky-8-noganet.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798137699435.jpg","","","","","Carrefour",""
"14726","Calentador Electrico de Mamaderas San Up RLHW918","Potencia: 100W - Calentador - Esterilizador - Vaso medidor para verter alrededor de 75/100ml","de agua limpia. Potencia: 100W. Rango de temperatura: 40C - 100C.","00","Ranser","","","","http://www.carrefour.com.ar/mundo-bebe/cuidado-del-bebe/accesorios/calentador-electrico-san-up-mod-rlhw918.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/d/mda_0004_7793647000658.jpg","","","","","Carrefour",""
"10059","Pérgola Cartagena Acero y Poliester","Techo doble y cortinas en los 4 pilares"," lo que le permite permanecer inalterable por más tiempo que otros géneros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/gazebos-pergolas/gazebo-de-poliester-techo-doble-crudo.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/4711542940278.jpg","","","","","Carrefour",""
"10055","Almohadon Para Reposera Lines Poliester"," super cómodo."," en ambos casos con agua fria y dejarlos secar al aire libre.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/bancos-reposeras/almohadon-reposera-190x60x7cm-rayado.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3613866997703.jpg","","","","","Carrefour",""
"6176","Cocina a Gas Aurora Argenta  LE.2"," valvula de seguridad y encendido eléctrico en horno y hornallas.","Cocina Aurora con quemadores de alta eficiencia. Luz en horno. Horno autolimpiante. Parrilla multinivel. Válvula de seguridad en horno. Puerta de parilla rebatible y con doble cristal. Burlete siliconado. Enlozado color blanco. Encedido eléctrico en horno y hornallas. Timer.","00","Aurora","","","","http://www.carrefour.com.ar/electrohogar-1/cocinas-y-purificadores/cocinas-de-gas/cocina-aurora-argenta-mod-le.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7795473006835_1.jpg","","","","","Carrefour",""
"9763","Plancha a Vapor Black and Decker IR18681"," giro cable 360."," giro cable 360.","00","Black & Decker","","","","http://www.carrefour.com.ar/pequenos-electrodomesticos/cuidado-del-hogar/planchas/plancha-a-vapor-black-and-decker-mod-ir.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/0/50875814394.jpg","","","","","Carrefour",""
"7248","Termotanque Eléctrico Sirena 90 Litros Blanco","90 litros de capacidad.","90 litros de capacidad.","00","Sirena","Electrohogar","Termotanques","Termotanques Eléctricos","http://www.carrefour.com.ar/electrohogar-1/termotanques/termotanques-electricos/termotanque-electrico-sirena.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798012440176.jpg","","","","","Carrefour",""
"14711","Cocina Martiri M-3001 Blanca","Multigas - 4 hornallas - Horno enlozado - Parrilla antiadherente"," prof. 53 cm","00","Martiri","","","","http://www.carrefour.com.ar/electrohogar-1/cocinas-y-purificadores/cocinas-de-gas/cocina-martiri-m-3001-white-mg.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7797431003122-1.jpg","","","","","Carrefour",""
"6563","Termotanque Eléctrico Philco WH-PH50 Blanco"," Rango de Temperatura 30º-75º C."," Rango de Temperatura 30º-75º C.","00","Philco","Electrohogar","Termotanques","Termotanques Eléctricos","http://www.carrefour.com.ar/electrohogar-1/termotanques/termotanques-electricos/termotanque-philco-wh-ph50-electrico.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798105022920.jpg","","","","","Carrefour",""
"13994","Celular Libre LG K8 LK350AR 4G","Pantalla de 5'' HD -  Camara Principal 8 Mpx - Camara Frontal 5 Mpx - Procesador 1.3 Ghz Quad-Core"," conseguirás las imágenes más nítidas. El LG K8 cuenta con un procesador 1.3GHz de Quad–Core que te permite realizar múltiples tareas sin esfuerzo. Este smartphone viene con una batería extraíble de 2.125mAh para que la puedas cambiar cuando lo necesites.","00","LG","Telefonía","Telefonía Celular","Celulares Libres","http://www.carrefour.com.ar/telefonia/telefonia-celular/celulares-libres/tel-cel-lg-lk350ar-k8-lte-5-negro.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7790653057638.jpg","","","","","Carrefour",""
"13239","Cartucho TriColor HP N664"," 4675"," 4675. Tiene un rendimiento de 120 paginas.","00","HP","","","","http://www.carrefour.com.ar/informatica/impresoras-tintas/tintas/cartucho-hp-n664-tri-color.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/8/889296597124.jpg","","","","","Carrefour",""
"13233","Calefactor Sin Salida Eskabe Titanio 3000 Kcal/h G15"," Mucho Gas!. Aromatizador de ambiente. Rejilla de alumino inyectado con titanio. Sistema Multigas"," perfumando el ambiente durante horas.","00","Eskabe","","","","http://www.carrefour.com.ar/climatizacion/calefaccion/calefaccion-a-gas/calef-s-s-3000-cava-mg-eskabe-titanio-te.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796931870005_a.jpg","","","","","Carrefour",""
"14271","Skateboard Con Protecciones","Incluye accesorios de seguridad."," 1 skate y 1 bolso transportador. No es conveniente para niños menores de 5 años por su funcionalidad. Soporta hasta 100 kg de peso. Utilizar siempre bajo la supervisión de un adulto y con todos sus accesorios de seguridad.","00","Carrefour","","","","http://www.carrefour.com.ar/tiempo-libre-y-deportes/juegos-y-juguetes/juegos-deportivos/skateboard-con-protecciones.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/361386514552500-1.jpg","","","","","Carrefour",""
"13232","Calefactor Tiro Balanceado Eskabe Siglo 21 Con Termostato 5000 Kcal/h ARG14"," Encendido electrico y Termostato."," Encendido electrico y Termostato.","00","Eskabe","","","","http://www.carrefour.com.ar/climatizacion/calefaccion/calefaccion-a-gas/tb-5000-cal-mg-eskabe-s21-term-e-e-ar-g1.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796931197454_2.jpg","","","","","Carrefour",""
"13199","Calefactor Tiro Balanceado Eskabe Siglo 21 2000 Kcal/h  G14"," emite 2000 Calorias y no mancha la pared."," emite 2000 Calorias y no mancha la pared.","00","Eskabe","","","","http://www.carrefour.com.ar/climatizacion/calefaccion/calefaccion-a-gas/tb-2000-cal-mg-eskabe-s21-ar-g15.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796931197294_2.jpg","","","","","Carrefour",""
"13231","Calefactor Tiro Balanceado Eskabe Siglo 21 5000 Kcal/h ARG14"," No produce manchas en la pared y posee Encendido Electrónico."," No produce manchas en la pared y posee Encendido Electrónico.","00","Eskabe","","","","http://www.carrefour.com.ar/climatizacion/calefaccion/calefaccion-a-gas/tb-5000-cal-mg-eskabe-s21-ar-g15.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796931197430_2.jpg","","","","","Carrefour",""
"13230","Calefactor Sin Salida Eskabe Siglo 21 8000 Kcal/h ARG14"," ademas de aromatizador y encendido electronico. Funciona con sistema MultiGas."," ademas de aromatizador y encendido electronico. Funciona con sistema MultiGas.","00","Eskabe","","","","http://www.carrefour.com.ar/climatizacion/calefaccion/calefaccion-a-gas/calef-s-s-8000-mg-eskabe-s21-miniconvex.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796931860143.jpg","","","","","Carrefour",""
"7995","Home Theater 5.1 300W Panasonic HDMI USB","Home theater 5.1 de 300 watts con cable HDMI. Dota de increíble potencia a las peliculas con graves que genera un enorme woofer de 16 cm.","Home theater 5.1 de 300 watts con cable HDMI. Dota de increíble potencia a las peliculas con graves que genera un enorme woofer de 16 cm.","00","Panasonic","Audio","Equipos de Música","Home Theaters","http://www.carrefour.com.ar/audio-1/parlantes/sistemas-de-parlantes/home-theater-5-1-300w-panasonic-hdmi-usb.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/8/885170198074.jpg","","","","","Carrefour",""
"10038","Sombrilla Playera Sea Acero Verde","Super liviana y práctica!"," lo que le permite permanecer inalterable por más tiempo que otros géneros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/parasoles-y-sombrillas/sombrilla-playa-acero-136-cm-verde.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3610882210113-02.jpg","","","","","Carrefour",""
