codigoSKU;sitio;nombre;descripcion;tipo;categoria;material;precio;color;imagen1;imagen2;imagen3;imagen4;imagen5;imagen6;imagen7;imagen8;imagen9;imagen10
"7701-3";"https://www.jennyfer.com.mx//Detalle/fiusha-bolsa-sku-7701-3";"Fiusha Bolsa";"Fiusha Bolsa - Medidas: 31 x 26 cm";"Bolsa";"Jennyfer";"Sintetico";"$ 510.00";"Fiusha";"https://bolsasjennyfer.blob.core.windows.net/imagenes250/7701-2a-29517.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/7701-2b-29518.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/7701-2c-29519.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/7701-2d-29520.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/7701-2e-29521.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/7701-2f-29522.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/7701-3-29530.jpg,,,";
"8445-2";"https://www.jennyfer.com.mx//Detalle/rojo-backpack-sku-8445-2";"Rojo Backpack";"Rojo Backpack - Medidas: 29 x 28 cm";"Bolsa";"Jennyfer";"Sintético";"$ 450.00";"Rojo";"https://bolsasjennyfer.blob.core.windows.net/imagenes250/rojo-backpack-8445-2-1-2017091902530724.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/rojo-backpack-8445-2-2-2017091902530760.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/rojo-backpack-8445-2-3-2017091902530766.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/rojo-backpack-8445-2-4-2017091902530767.jpg,,,,,,";
"8317-1";"https://www.jennyfer.com.mx//Detalle/negro-bolsa-sku-8317-1";"Negro Bolsa";"Negro Bolsa - Medidas: 29 x 24 cm";"Bolsa";"Jennyfer";"Sintético";"$ 450.00";"Negro";"https://bolsasjennyfer.blob.core.windows.net/imagenes250/negro-bolsa-8317-1-1-2017091106302496.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/negro-bolsa-8317-1-2-2017091106302500.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/negro-bolsa-8317-1-3-2017091106302509.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/negro-bolsa-8317-1-4-2017091106302518.jpg,,,,,,";
"8015-3";"https://www.jennyfer.com.mx//Detalle/beige-bolsa-sku-8015-3";"Beige Bolsa";"Beige Bolsa - Medidas: 33 x 27 cm";"Bolsa";"Jennyfer";"Sintetico";"$ 990.00";"Beige";"https://bolsasjennyfer.blob.core.windows.net/imagenes250/bolsa-beige-8015-3-1-2017021505420949.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/bolsa-beige-8015-3-2-2017021505420965.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/bolsa-beige-8015-3-3-2017021505420967.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/bolsa-beige-8015-3-4-2017021505420970.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/bolsa-beige-8015-3-5-2017021505420973.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/bolsa-beige-8015-3-6-2017021505420976.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/bolsa-beige-8015-3-7-2017021505420981.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/8015-3-29570.jpg,,";
"8392-2";"https://www.jennyfer.com.mx//Detalle/tan-bolsa-sku-8392-2";"Tan Bolsa";"Tan Bolsa - Medidas: 20 x 20 cm";"Bolsa";"Jennyfer";"Sintético";"$ 390.00";"Tan";"https://bolsasjennyfer.blob.core.windows.net/imagenes250/tan-bolsa-8392-2-1-2017091106345282.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/tan-bolsa-8392-2-2-2017091106345285.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/tan-bolsa-8392-2-3-2017091106345290.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/tan-bolsa-8392-2-4-2017091106345295.jpg,,,,,,";
"8251-3";"https://www.jennyfer.com.mx//Detalle/rojo-bolsa-sku-8251-3";"Rojo Bolsa";"Rojo Bolsa - Medidas: 31 x 25 cm";"Bolsa";"Jennyfer";"Sintético";"$ 900.00";"Rojo";"https://bolsasjennyfer.blob.core.windows.net/imagenes250/rojo-bolsa-8251-3-1-2017091106265433.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/rojo-bolsa-8251-3-2-2017091106265436.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/rojo-bolsa-8251-3-3-2017091106265441.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/rojo-bolsa-8251-3-4-2017091106265444.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/rojo-bolsa-8251-3-5-2017091106265448.jpg,,,,,";
"8114-2";"https://www.jennyfer.com.mx//Detalle/fiusha-bolsa-sku-8114-2";"Fiusha Bolsa";"Fiusha Bolsa - Medidas: 33 x 31 cm";"Bolsa";"Jennyfer";"Sintetico";"$ 480.00";"Fiusha";"https://bolsasjennyfer.blob.core.windows.net/imagenes250/fiusha-bolsa-8114-2-1-2017022807291686.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/fiusha-bolsa-8114-2-2-2017022807291691.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/fiusha-bolsa-8114-2-3-2017022807291696.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/fiusha-bolsa-8114-2-4-2017022807291699.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/fiusha-bolsa-8114-2-5-2017022807291704.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/8114-2-29702.jpg,,,,";
"7849-2";"https://www.jennyfer.com.mx//Detalle/cafe-bolsa-sku-7849-2";"Café Bolsa";"Café Bolsa - Medidas: 22 x 14 cm";"Bolsa";"Jennyfer";"Sintetico";"$ 330.00";"Caf&#233;";"https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-7849-2-1-2016090805315972.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-7849-2-2-2016090805315976.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-7849-2-3-2016090805315988.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-7849-2-4-2016090805320010.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-7849-2-5-2016090805320015.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-7849-2-6-2016090805320018.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/7849-2m-27454.jpg,,,";
"8019-4";"https://www.jennyfer.com.mx//Detalle/azul-bolsa-sku-8019-4";"Azul Bolsa";"Azul Bolsa - Medidas: 31 x 25 cm";"Bolsa";"Jennyfer";"Sintético";"$ 945.00";"Azul";"https://bolsasjennyfer.blob.core.windows.net/imagenes250/azul-bolsa-8019-4-1-2017091106080943.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/azul-bolsa-8019-4-2-2017091106080951.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/azul-bolsa-8019-4-3-2017091106080955.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/azul-bolsa-8019-4-4-2017091106080960.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/azul-bolsa-8019-4-5-2017091106080961.jpg,,,,,";
"8222-4";"https://www.jennyfer.com.mx//Detalle/cafe-bolsa-sku-8222-4";"Cafe Bolsa";"Cafe Bolsa - Medidas: 22 x 21 cm";"Bolsa";"Jennyfer";"Sintético";"$ 900.00";"Caf&#233;";"https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-8222-4-1-2017091106182323.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-8222-4-2-2017091106182331.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-8222-4-3-2017091106182335.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-8222-4-4-2017091106182342.jpg,https://bolsasjennyfer.blob.core.windows.net/imagenes250/cafe-bolsa-8222-4-5-2017091106182345.jpg,,,,,";
