Date,Open,High,Low,Close,Adj Close,Volume
2017-10-13 13:30:00,992,997.2100219726562,989,989.6799926757812,989.6799926757812,1157700
2017-10-12 13:30:00,987.4500122070312,994.1199951171875,985,987.8300170898438,987.8300170898438,1262400
2017-10-11 13:30:00,973.719970703125,990.7100219726562,972.25,989.25,989.25,1693300
2017-10-10 13:30:00,980,981.5700073242188,966.0800170898438,972.5999755859375,972.5999755859375,968400
2017-10-09 13:30:00,980,985.4249877929688,976.1099853515625,977,977,891400
2017-10-06 13:30:00,966.7000122070312,979.4600219726562,963.3599853515625,978.8900146484375,978.8900146484375,1173900
2017-10-13 13:30:00,992,997.2100219726562,989,989.6799926757812,989.6799926757812,1157700
2017-10-13 13:30:00,992,997.2100219726562,989,989.6799926757812,989.6799926757812,1157700
