"023-1301-02",116
"023-1609-00",267
"023-1807-00",286
"023-1901-02",172
"023-2312-00",78
"023-2315-01",97
"023-2316-03",172
"023-2325-00",116
"023-2325-01",172
"023-2318-00",172
"023-2319-00",361
"023-2321-00",97
"023-2401-00",191
"023-2504-00",59
"023-2505-01",210
"023-2506-00",97
"023-2514-00",154
"023-2609-00",229
"023-2703-01",135
"023-2704-00",135
"023-2704-01",116
"023-2705-01",154
"023-2705-00",135
"023-2904-00",116
"023-3015-00",116
"023-3015-01",97
"023-3208-00",210
"023-3109-00",172
"023-3114-00",154
"023-3114-02",154
"023-3114-03",154
"023-3114-01",229
"023-3115-00",267
"023-3116-00",154
"024-0103-01",248
"024-0604-00",286
"024-0614-00",135
"024-0902-00",248
"024-1219-00",305
"024-1247-00",418
"024-1402-00",267
"024-2314-00",229
"024-2321-00",116
"024-3001-00",477
"024-3129-00",135
"234-2305-01",386
"234-2326-00",361
"234-0614-00",652
"234-0916-00",2018
"234-2305-00",683
"235-0720-00",1891
"235-0622-01",1875
"235-0622-00",1557
"235-0677-00",779
"235-0316-00",1653
"235-0301-01",1319
"235-0313-00",1653
"235-0704-01",2749
"235-0713-00",954
"235-0716-01",1224
"235-0716-00",1557
"235-0716-02",1001
"235-0601-00",1287
"235-0604-02",954
"235-0604-00",731
"235-0610-00",2130
"235-0611-02",1685
"235-0611-00",938
"235-0611-01",906
"235-0611-03",1351
"235-0614-00",273
"235-0616-00",1065
"235-0617-00",331
"235-0630-00",1144
"235-0630-01",1144
"235-0633-00",1017
"235-0639-01",1685
"235-0639-00",1812
"235-0646-00",1351
"235-0647-00",1240
"235-0663-00",2130
"235-0648-00",1319
"235-0902-00",1351
"235-0901-00",652
"235-0903-00",1287
"235-0929-00",1669
"235-0929-01",1669
"235-0911-00",1859
"235-0912-00",1526
"235-0918-00",2749
"235-1208-00",1224
"235-1209-01",810
"235-1210-00",683
"235-1215-00",1716
"235-1215-01",1621
"235-1217-03",524
"235-1217-04",954
"235-1217-01",354
"235-1219-02",499
"235-1219-00",1351
"235-1221-00",1605
"235-1227-00",1017
"235-1228-00",1843
"235-1301-04",1065
"235-1301-02",954
"235-1301-03",954
"235-1301-01",890
"235-1301-00",226
"235-1302-00",1430
"235-1302-01",1430
"235-1302-02",1414
"235-1302-03",1033
"235-1303-00",1430
"235-1303-01",1430
"235-1303-02",1621
"235-1304-00",618
"235-1304-01",1160
"235-1607-00",1367
"235-1607-01",1367
"235-1607-02",1351
"235-1607-03",1351
"235-1608-00",906
"235-1702-01",1287
"235-2101-00",954
"235-2205-00",1240
"235-2208-00",1160
"235-1901-00",1446
"235-1907-01",1542
"235-2302-00",731
"235-2302-01",1923
"235-2302-02",985
"235-2303-00",1049
"235-2307-00",842
"235-2311-00",1700
"235-2311-01",1700
"235-2314-00",618
"235-2316-00",1859
"235-2316-01",1859
"235-2316-04",1987
"235-2316-05",1987
"235-2316-02",652
"235-2318-00",954
"235-2318-01",954
"235-2319-00",842
"235-2321-00",434
"235-2324-00",1843
"235-2324-01",1843
"235-2604-00",2638
"235-2901-00",1335
"235-2904-00",1128
"235-3008-00",810
"235-3002-01",1653
"235-3002-00",1414
"235-3004-00",1128
"235-3004-01",510
"235-3022-00",1351
"235-3011-00",1192
"235-3011-01",1192
"235-3011-02",1287
"235-3011-03",1097
"235-3018-00",890
"235-3111-00",253
"235-3111-01",448
"235-3112-02",1637
"235-3112-00",232
"235-3112-03",467
"235-3115-00",410
"235-3115-01",410
"235-3116-00",1557
"235-3123-00",1303
"235-3132-00",445
"235-1245-00",1255
"235-0906-00",1192
"235-0906-01",1192
"235-1102-00",1001
"235-1102-01",1001
"235-1903-00",1351
"235-2312-01",954
"235-2313-00",938
"235-2315-00",1335
"235-2321-02",103
"053-0614-00",410
"235-0604-01",842
"235-0611-04",605
"235-0621-00",210
"235-0633-01",779
"235-0911-01",1494
"235-0912-01",1017
"235-1213-00",2225
"235-1217-02",445
"235-1217-00",342
"235-1219-01",810
"235-1301-05",954
"235-1302-04",1033
"235-1303-03",1573
"235-1702-00",1065
"235-1901-01",779
"235-2316-03",810
"235-2321-01",410
"235-2324-02",1192
"235-2324-03",1192
"235-2901-01",779
"235-3002-05",1319
"235-3002-02",1494
"235-3002-03",1494
"235-3002-04",1319
"235-3004-02",1033
"235-3004-03",1033
"235-3004-04",440
"235-3004-05",440
"235-3112-04",795
"235-3112-01",617
"235-3115-02",114
"235-3121-00",605
"254-2308-00",489
"254-0102-02",427
"254-0202-01",617
"254-0203-00",426
"254-0313-01",455
"254-0703-00",304
